उपक्रोश,पुं।,जुगुप्सा,,,गुणः,मानसिकभावः,,,,,"अवर्ण,आक्षेप,निर्वाद,परीवाद,अपवाद,उपक्रोश,जुगुप्सा,कुत्सा,निन्दा,गर्हण,घृणा,कु",,
जुगुप्सा,स्त्री।,जुगुप्सा,,,गुणः,मानसिकभावः,,,,,"अवर्ण,आक्षेप,निर्वाद,परीवाद,अपवाद,उपक्रोश,जुगुप्सा,कुत्सा,निन्दा,गर्हण,घृणा,कु",,
कुत्सा,स्त्री।,जुगुप्सा,,,गुणः,मानसिकभावः,,,,,"अवर्ण,आक्षेप,निर्वाद,परीवाद,अपवाद,उपक्रोश,जुगुप्सा,कुत्सा,निन्दा,गर्हण,घृणा,कु",,
निन्दा,स्त्री।,जुगुप्सा,,,गुणः,मानसिकभावः,,,,,"अवर्ण,आक्षेप,निर्वाद,परीवाद,अपवाद,उपक्रोश,जुगुप्सा,कुत्सा,निन्दा,गर्हण,घृणा,कु",,
गर्हण,नपुं।,जुगुप्सा,,,गुणः,मानसिकभावः,,,,,"अवर्ण,आक्षेप,निर्वाद,परीवाद,अपवाद,उपक्रोश,जुगुप्सा,कुत्सा,निन्दा,गर्हण,घृणा,कु",,
पारुष्य,नपुं।,अप्रियवचः,,,गुणः,शब्दः,,,,,"पारुष्य,अतिवाद",,
अतिवाद,पुं।,अप्रियवचः,,,गुणः,शब्दः,,,,,"पारुष्य,अतिवाद",,
भर्त्सन,नपुं।,भयदर्शकवाक्यम्,,,गुणः,शब्दः,,,,,"भर्त्सन,अपकारगिर्",,
अपकारगिर्,स्त्री।,भयदर्शकवाक्यम्,,,गुणः,शब्दः,,,,,"भर्त्सन,अपकारगिर्",,
परिभाषण,नपुं।,सनिन्दाभाषणम्,,,गुणः,शब्दः,,,,,परिभाषण,,
आक्षारण,स्त्री-नपुं।,परस्त्रीनिमित्तं_पुंसः_परपुरुषनिमित्तं_स्त्रियाश्च_आक्रोशनम्,,,गुणः,शब्दः,,,,,आक्षारण,,
आभाषण,नपुं।,सम्भाषणम्,,,गुणः,शब्दः,,,,,"आभाषण,आलाप,संविद्,समय",,
आलाप,पुं।,सम्भाषणम्,,,गुणः,शब्दः,,,,,"आभाषण,आलाप,संविद्,समय",,
प्रलाप,पुं।,प्रयोजनशून्योन्मत्तादिवचनम्,,,गुणः,शब्दः,,,,,प्रलाप,,
अनुलाप,पुं।,बहुभाषणम्,,,गुणः,शब्दः,,,,,"अनुलाप,मुहुर्भाषा",,
मुहुर्भाषा,स्त्री।,बहुभाषणम्,,,गुणः,शब्दः,,,,,"अनुलाप,मुहुर्भाषा",,
विलाप,पुं।,अनुशोचनोक्तिः,,,गुणः,शब्दः,,,,,"विलाप,परिदेवन",,
परिदेवन,नपुं।,अनुशोचनोक्तिः,,,गुणः,शब्दः,,,,,"विलाप,परिदेवन",,
विप्रलाप,पुं।,अन्योन्यविरुद्धवचनम्,,,गुणः,शब्दः,,,,,"विप्रलाप,विरोधोक्ति,अबद्ध,अनर्थक",,
विरोधोक्ति,स्त्री।,अन्योन्यविरुद्धवचनम्,,,गुणः,शब्दः,,,,,"विप्रलाप,विरोधोक्ति,अबद्ध,अनर्थक",,
संलाप,पुं।,परस्परभाषणम्,,,गुणः,शब्दः,,,,,संलाप,,
सुप्रलाप,पुं।,शोभनवचनम्,,,गुणः,शब्दः,,,,,"सुप्रलाप,सुवचन",,
सुवचन,नपुं।,शोभनवचनम्,,,गुणः,शब्दः,,,,,"सुप्रलाप,सुवचन",,
अपलाप,पुं।,गोपनकारिवचनम्,,,गुणः,शब्दः,,,,,"अपलाप,निह्नव",,
निह्नव,पुं।,गोपनकारिवचनम्,,,गुणः,शब्दः,,,,,"अपलाप,निह्नव",,
चोद्य,नपुं।,अद्भुतप्रश्नः,,,गुणः,शब्दः,,,,,"चोद्य,आक्षेप,अभियोग",,
आक्षेप,पुं।,अद्भुतप्रश्नः,,,गुणः,शब्दः,,,,,"चोद्य,आक्षेप,अभियोग",,
अभियोग,पुं।,अद्भुतप्रश्नः,,,गुणः,शब्दः,,,,,"चोद्य,आक्षेप,अभियोग",,
शाप,पुं।,शापवचनम्,,,गुणः,शब्दः,,,,,"शाप,आक्रोश,दुरेषणा,आक्रोशन,अभीषङ्ग,अभिषङ्ग,परिग्रह",,
आक्रोश,पुं।,शापवचनम्,,,गुणः,शब्दः,,,,,"शाप,आक्रोश,दुरेषणा,आक्रोशन,अभीषङ्ग,अभिषङ्ग,परिग्रह",,
दुरेषणा,स्त्री।,शापवचनम्,,,गुणः,शब्दः,,,,,"शाप,आक्रोश,दुरेषणा,आक्रोशन,अभीषङ्ग,अभिषङ्ग,परिग्रह",,
चाटु,पुं।,प्रेम्णा_मिथ्याभाषणम्,,,गुणः,शब्दः,,,,,"चाटु,चटु,श्लाघा",,
